Job ID,Agency,Posting Type,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Job Description,Minimum Qual Requirements,Preferred Skills,Posting Date
383311,DEPT OF ENVIRONMENT PROTECTION,External,CMMS Liaison,COMPUTER ASSOC (TECH SUPP),13611,1,"Technology, Data & Innovation",F,47797,69595,Annual,96-05 Horace Harding Expway,Capital Planning,,,,2019-02-08T00:00:00.000
383315,DEPT OF ENVIRONMENT PROTECTION,Internal,Instrumentation Specialist 1,INSTRUMENTATION SPECIALIST,91001,1,"Technology, Data & Innovation Public Safety, Inspections, & Enforcement",F,49934,51765,Annual,96-05 Horace Harding Expway,Administration,,,,2019-02-08T00:00:00.000
383315,DEPT OF ENVIRONMENT PROTECTION,External,Instrumentation Specialist 1,INSTRUMENTATION SPECIALIST,91001,1,"Technology, Data & Innovation Public Safety, Inspections, & Enforcement",F,49934,51765,Annual,96-05 Horace Harding Expway,Administration,,,,2019-02-08T00:00:00.000
383317,DEPARTMENT OF TRANSPORTATION,External,MGO (Seasonal)  2111,MOTOR GRADER OPERATOR,91210,0,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",,55.98,55.98,Hourly,55 Water St Ny Ny,Sidewalk/inspection Management,,,,2019-02-15T00:00:00.000
383318,DEPT OF ENVIRONMENT PROTECTION,Internal,INSTRUMENTATION SPECIALIST 3,INSTRUMENTATION SPECIALIST,91001,3,"Technology, Data & Innovation Public Safety, Inspections, & Enforcement",,69606,71352,Annual,96-05 Horace Harding Expway,Administration,,,,2019-02-08T00:00:00.000
383318,DEPT OF ENVIRONMENT PROTECTION,External,INSTRUMENTATION SPECIALIST 3,INSTRUMENTATION SPECIALIST,91001,3,"Technology, Data & Innovation Public Safety, Inspections, & Enforcement",,69606,71352,Annual,96-05 Horace Harding Expway,Administration,,,,2019-02-08T00:00:00.000
383319,DEPT OF HEALTH/MENTAL HYGIENE,External,"Web Producer Intern, Bureau of Communications",COLLEGE AIDE (ALL CITY DEPTS),10209,1,"Communications & Intergovernmental Affairs Health Technology, Data & Innovation",P,15.5,19.9,Hourly,42-09 28th Street,Public Information,,,,2019-02-13T00:00:00.000
383319,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Web Producer Intern, Bureau of Communications",COLLEGE AIDE (ALL CITY DEPTS),10209,1,"Communications & Intergovernmental Affairs Health Technology, Data & Innovation",P,15.5,19.9,Hourly,42-09 28th Street,Public Information,,,,2019-02-13T00:00:00.000
383320,HRA/DEPT OF SOCIAL SERVICES,Internal,Contract Specialist,ASSOCIATE CONTRACT SPECIALIST,40562,0,Social Services,F,58440,67206,Annual,4 World Trade Center,HOUS & SVCS-NM,,,,2019-02-08T00:00:00.000
383326,DEPT OF PARKS & RECREATION,External,Deputy Director of Survey,SURVEYOR,21015,3,"Engineering, Architecture, & Planning",F,80000,90000,Annual,Flushing Meadow Pk Olmsted Ctr,CP DC For Capital Projects,,,,2019-02-08T00:00:00.000
383326,DEPT OF PARKS & RECREATION,Internal,Deputy Director of Survey,SURVEYOR,21015,3,"Engineering, Architecture, & Planning",F,80000,90000,Annual,Flushing Meadow Pk Olmsted Ctr,CP DC For Capital Projects,,,,2019-02-08T00:00:00.000
383326,DEPT OF PARKS & RECREATION,Internal,Deputy Director of Survey,SURVEYOR,21015,3,"Engineering, Architecture, & Planning",F,80000,90000,Annual,Flushing Meadow Pk Olmsted Ctr,CP DC For Capital Projects,,,,2019-02-08T00:00:00.000
383330,DEPT OF PARKS & RECREATION,Internal,Chief of Staff to the Borough Commissioner,COMMUNITY COORDINATOR,56058,0,Administration & Human Resources Constituent Services & Community Programs,F,52524,81535,Annual,"Clove Lake, Faber & W. Brighto",SI BORO COMMISSIONER,,,,2019-02-08T00:00:00.000
383335,DEPT OF ENVIRONMENT PROTECTION,External,ASSOCIATE CHEMIST 1,ASSOCIATE CHEMIST,21822,1,"Health Public Safety, Inspections, & Enforcement",F,43877,75243,Annual,96-05 Horace Harding Expway,Administration,,,,2019-02-08T00:00:00.000
383335,DEPT OF ENVIRONMENT PROTECTION,Internal,ASSOCIATE CHEMIST 1,ASSOCIATE CHEMIST,21822,1,"Health Public Safety, Inspections, & Enforcement",F,43877,75243,Annual,96-05 Horace Harding Expway,Administration,,,,2019-02-08T00:00:00.000
383337,ADMIN FOR CHILDREN'S SVCS,Internal,Associate Commissioner for Strategic Program Support,DIRECTOR OF FIELD OPERATIONS (,95600,M5,Social Services,F,86346,150000,Annual,"150 William Street, New York N",Off Of Adm Case Work Suprt-Fps,,,,2019-02-09T00:00:00.000
383339,DEPARTMENT OF CORRECTION,External,STAFF NURSE,STAFF NURSE,50910,0,Health,F,78691,78691,Annual,59-17 Junction Blvd Corona Ny,HMD-Civilian Staff,,,,2019-02-08T00:00:00.000
383339,DEPARTMENT OF CORRECTION,Internal,STAFF NURSE,STAFF NURSE,50910,0,Health,F,78691,78691,Annual,59-17 Junction Blvd Corona Ny,HMD-Civilian Staff,,,,2019-02-08T00:00:00.000
383340,DEPT OF PARKS & RECREATION,Internal,ITT Customer Service Supervisor,CERTIFIED IT ADMINISTRATOR (LA,13652,1,"Technology, Data & Innovation",F,85000,95000,Annual,Randalls Island 5-Boro Shops,Telecommunications,,,,2019-02-08T00:00:00.000
383345,HOUSING PRESERVATION & DVLPMNT,External,"Senior Analyst, Performance Management and Analytics",COMMUNITY COORDINATOR,56058,0,"Policy, Research & Analysis",F,52524,81535,Annual,100 Gold Street,Strategic Ops & Analytics,,,,2019-02-07T00:00:00.000
383345,HOUSING PRESERVATION & DVLPMNT,Internal,"Senior Analyst, Performance Management and Analytics",COMMUNITY COORDINATOR,56058,0,"Policy, Research & Analysis",F,52524,81535,Annual,100 Gold Street,Strategic Ops & Analytics,,,,2019-02-07T00:00:00.000
383346,DEPT OF PARKS & RECREATION,Internal,Director of ITT Project Support,IT PROJECT SPECIALIST,95710,0,"Technology, Data & Innovation",F,0,110000,Annual,24 West 61 Street,Information Technology,,,,2019-02-08T00:00:00.000
383348,HUMAN RIGHTS COMMISSION,Internal,Executive Director of Communications & Marketing,ADMINISTRATIVE BUSINESS PROMOT,10009,M2,Communications & Intergovernmental Affairs,F,63031,130000,Annual,"22 Reade St, Ny",Public Information,,,,2019-02-07T00:00:00.000
383348,HUMAN RIGHTS COMMISSION,External,Executive Director of Communications & Marketing,ADMINISTRATIVE BUSINESS PROMOT,10009,M2,Communications & Intergovernmental Affairs,F,63031,130000,Annual,"22 Reade St, Ny",Public Information,,,,2019-02-07T00:00:00.000
383351,DEPARTMENT OF CORRECTION,Internal,Compliance Attorney,AGENCY ATTORNEY,30087,2,Administration & Human Resources Legal Affairs,F,66326,76275,Annual,75-20 Astoria Blvd,Personnel Division,,,,2019-02-08T00:00:00.000
383351,DEPARTMENT OF CORRECTION,External,Compliance Attorney,AGENCY ATTORNEY,30087,2,Administration & Human Resources Legal Affairs,F,66326,76275,Annual,75-20 Astoria Blvd,Personnel Division,,,,2019-02-08T00:00:00.000
383382,DEPT OF HEALTH/MENTAL HYGIENE,External,"Evaluation Data Analyst, Bureau of Primary Care Information Project",CITY RESEARCH SCIENTIST,21744,2,"Health Policy, Research & Analysis",F,73305,81000,Annual,42-09 28th Street,Primary Care Info Project,,,,2019-02-13T00:00:00.000
383382,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Evaluation Data Analyst, Bureau of Primary Care Information Project",CITY RESEARCH SCIENTIST,21744,2,"Health Policy, Research & Analysis",F,73305,81000,Annual,42-09 28th Street,Primary Care Info Project,,,,2019-02-13T00:00:00.000
383390,OFFICE OF THE COMPTROLLER,External,Senior Risk Officer,INVESTMENT MANAGER (COMPTROLLE,95611,M5,"Finance, Accounting, & Procurement",F,160000,175000,Annual,"1 Centre St., N.Y.",Asset Management,,,,2019-02-08T00:00:00.000
383390,OFFICE OF THE COMPTROLLER,Internal,Senior Risk Officer,INVESTMENT MANAGER (COMPTROLLE,95611,M5,"Finance, Accounting, & Procurement",F,160000,175000,Annual,"1 Centre St., N.Y.",Asset Management,,,,2019-02-08T00:00:00.000
383398,NYC EMPLOYEES RETIREMENT SYS,Internal,CERTIFIED IT ADMINISTRATOR (LAN/WAN),CERTIFIED IT ADMINISTRATOR (LA,13652,2,"Technology, Data & Innovation",F,82884,116391,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,,,,2019-02-12T00:00:00.000
383398,NYC EMPLOYEES RETIREMENT SYS,External,CERTIFIED IT ADMINISTRATOR (LAN/WAN),CERTIFIED IT ADMINISTRATOR (LA,13652,2,"Technology, Data & Innovation",F,82884,116391,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,,,,2019-02-12T00:00:00.000
383400,DEPARTMENT OF CORRECTION,Internal,Recreation Program Coordinator,RECREATION DIRECTOR,60430,0,Social Services,F,40447,46514,Annual,75-20 Astoria Blvd,Adult Offender Pgms.,,,,2019-02-08T00:00:00.000
383400,DEPARTMENT OF CORRECTION,External,Recreation Program Coordinator,RECREATION DIRECTOR,60430,0,Social Services,F,40447,46514,Annual,75-20 Astoria Blvd,Adult Offender Pgms.,,,,2019-02-08T00:00:00.000
383403,DEPT OF PARKS & RECREATION,External,ITT Infrastructure Engineer,IT INFRASTRUCTURE ENGINEER,95714,0,"Technology, Data & Innovation",F,80000,92000,Annual,24 West 61 Street,Information Technology,,,,2019-02-08T00:00:00.000
383403,DEPT OF PARKS & RECREATION,Internal,ITT Infrastructure Engineer,IT INFRASTRUCTURE ENGINEER,95714,0,"Technology, Data & Innovation",F,80000,92000,Annual,24 West 61 Street,Information Technology,,,,2019-02-08T00:00:00.000
383403,DEPT OF PARKS & RECREATION,Internal,ITT Infrastructure Engineer,IT INFRASTRUCTURE ENGINEER,95714,0,"Technology, Data & Innovation",F,80000,92000,Annual,24 West 61 Street,Information Technology,,,,2019-02-08T00:00:00.000
383406,LAW DEPARTMENT,Internal,Supervisor,WORKER'S COMPENSATION BENEFITS,40482,3,"Finance, Accounting, & Procurement Legal Affairs",F,49822,73772,Annual,"350 Jay St, Brooklyn  Ny",Workers Comp,,,,2019-02-11T00:00:00.000
383409,DEPARTMENT OF CORRECTION,External,Agency Attorney,AGENCY ATTORNEY,30087,3,Legal Affairs,F,73938,85029,Annual,75-20 Astoria Blvd,General Counsel,,,,2019-02-08T00:00:00.000
383409,DEPARTMENT OF CORRECTION,Internal,Agency Attorney,AGENCY ATTORNEY,30087,3,Legal Affairs,F,73938,85029,Annual,75-20 Astoria Blvd,General Counsel,,,,2019-02-08T00:00:00.000
383411,DEPT OF ENVIRONMENT PROTECTION,Internal,Policy Analyst,COMMUNITY COORDINATOR,56058,0,"Policy, Research & Analysis",F,52524,81535,Annual,59-17 Junction Blvd Corona Ny,BCS - Executive Office,,,,2019-02-11T00:00:00.000
383424,DEPT OF HEALTH/MENTAL HYGIENE,External,"Evaluation and Quality Improvement Specialist/Bureau of Children, Youth, and Families",CITY RESEARCH SCIENTIST,21744,2,"Policy, Research & Analysis",F,73305,92001,Annual,42-09 28th Street,"Children, Youth, & Families",,,,2019-02-14T00:00:00.000
383424,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Evaluation and Quality Improvement Specialist/Bureau of Children, Youth, and Families",CITY RESEARCH SCIENTIST,21744,2,"Policy, Research & Analysis",F,73305,92001,Annual,42-09 28th Street,"Children, Youth, & Families",,,,2019-02-14T00:00:00.000
383429,FIRE DEPARTMENT,Internal,M/WBE COORDINATOR,PROCUREMENT ANALYST,12158,3,"Finance, Accounting, & Procurement",F,56981,70000,Annual,"9 Metrotech Center, Brooklyn N",OTPS,,,,2019-02-12T00:00:00.000
383430,DEPT OF PARKS & RECREATION,Internal,ITT Project Manager,IT PROJECT SPECIALIST,95710,0,"Technology, Data & Innovation",F,75000,80000,Annual,24 West 61 Street,Information Technology,,,,2019-02-08T00:00:00.000
383430,DEPT OF PARKS & RECREATION,External,ITT Project Manager,IT PROJECT SPECIALIST,95710,0,"Technology, Data & Innovation",F,75000,80000,Annual,24 West 61 Street,Information Technology,,,,2019-02-08T00:00:00.000
383430,DEPT OF PARKS & RECREATION,Internal,ITT Project Manager,IT PROJECT SPECIALIST,95710,0,"Technology, Data & Innovation",F,75000,80000,Annual,24 West 61 Street,Information Technology,,,,2019-02-08T00:00:00.000
383431,LAW DEPARTMENT,External,WORKERS' COMPENSATION BENEFITS,WORKER'S COMPENSATION BENEFITS,40482,1B,"Finance, Accounting, & Procurement Legal Affairs",F,42251,54213,Annual,"350 Jay St, Brooklyn  Ny",Workers Comp,,,,2019-02-11T00:00:00.000
383431,LAW DEPARTMENT,Internal,WORKERS' COMPENSATION BENEFITS,WORKER'S COMPENSATION BENEFITS,40482,1B,"Finance, Accounting, & Procurement Legal Affairs",F,42251,54213,Annual,"350 Jay St, Brooklyn  Ny",Workers Comp,,,,2019-02-11T00:00:00.000
383434,DEPT OF ENVIRONMENT PROTECTION,Internal,FMC-CFO-001-Environmental Health and Safety Intern,SUMMER COLLEGE INTERN,10234,0,"Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,15,15,Hourly,59-17 Junction Blvd Corona Ny,Dept of Environment Protection,,,,2019-02-11T00:00:00.000
383434,DEPT OF ENVIRONMENT PROTECTION,External,FMC-CFO-001-Environmental Health and Safety Intern,SUMMER COLLEGE INTERN,10234,0,"Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,15,15,Hourly,59-17 Junction Blvd Corona Ny,Dept of Environment Protection,,,,2019-02-11T00:00:00.000
383435,LAW DEPARTMENT,External,WORKERS' COMPENSATION BENEFITS,WORKER'S COMPENSATION BENEFITS,40482,1B,"Finance, Accounting, & Procurement Legal Affairs",P,23.1259,29.6732,Hourly,"350 Jay St, Brooklyn  Ny",Workers Comp (Part-Time),,,,2019-02-11T00:00:00.000
383435,LAW DEPARTMENT,Internal,WORKERS' COMPENSATION BENEFITS,WORKER'S COMPENSATION BENEFITS,40482,1B,"Finance, Accounting, & Procurement Legal Affairs",P,23.1259,29.6732,Hourly,"350 Jay St, Brooklyn  Ny",Workers Comp (Part-Time),,,,2019-02-11T00:00:00.000
383440,DEPARTMENT OF TRANSPORTATION,Internal,Staff Analyst Trainee,STAFF ANALYST TRAINEE,12749,0,"Policy, Research & Analysis",F,39237,47824,Annual,34-02 Queens Boulevard Long Is,Parking Adm-Exec,,,,2019-02-15T00:00:00.000
383446,DEPT OF ENVIRONMENT PROTECTION,External,002-FMC-CFO-Asbestos/Lead Management,SUMMER COLLEGE INTERN,10234,0,"Health Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,15,15,Hourly,59-17 Junction Blvd Corona Ny,Dept of Environment Protection,,,,2019-02-11T00:00:00.000
383446,DEPT OF ENVIRONMENT PROTECTION,Internal,002-FMC-CFO-Asbestos/Lead Management,SUMMER COLLEGE INTERN,10234,0,"Health Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,15,15,Hourly,59-17 Junction Blvd Corona Ny,Dept of Environment Protection,,,,2019-02-11T00:00:00.000
383457,DEPT OF HEALTH/MENTAL HYGIENE,External,"Research Coordinator, Bureau of Vital Statistics",CITY RESEARCH SCIENTIST,21744,1,"Health Policy, Research & Analysis",F,62272,62272,Annual,"125 Worth Street, Nyc",Vital Statistics/Vital Recor,,,,2019-02-13T00:00:00.000
383457,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Research Coordinator, Bureau of Vital Statistics",CITY RESEARCH SCIENTIST,21744,1,"Health Policy, Research & Analysis",F,62272,62272,Annual,"125 Worth Street, Nyc",Vital Statistics/Vital Recor,,,,2019-02-13T00:00:00.000
383485,DEPARTMENT OF FINANCE,Internal,Assistant City Assessor 2,ASSISTANT CITY ASSESSOR,40201,2,"Public Safety, Inspections, & Enforcement",F,46777,53794,Annual,"66 John Street, New York, Ny",Property Field Central,,,,2019-02-14T00:00:00.000
383487,DEPT OF ENVIRONMENT PROTECTION,External,"Chief, BEDC Coordination & Project Development",ADMINISTRATIVE ENGINEER,10015,M2,"Engineering, Architecture, & Planning",,63031,168433,Annual,96-05 Horace Harding Expway,Project Development - IFA,,,,2019-02-11T00:00:00.000
383487,DEPT OF ENVIRONMENT PROTECTION,Internal,"Chief, BEDC Coordination & Project Development",ADMINISTRATIVE ENGINEER,10015,M2,"Engineering, Architecture, & Planning",,63031,168433,Annual,96-05 Horace Harding Expway,Project Development - IFA,,,,2019-02-11T00:00:00.000
383493,DEPARTMENT OF FINANCE,Internal,Receptionist/Assistant,CLERICAL ASSOCIATE,10251,3,Administration & Human Resources Communications & Intergovernmental Affairs,F,35330,57236,Annual,"1 Centre St., N.Y.",Finance Executive,,,,2019-02-11T00:00:00.000
383527,DEPARTMENT OF BUILDINGS,Internal,Community Affairs Liaison,COMMUNITY COORDINATOR,56058,0,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Public Safety, Inspections, & Enforcement",F,52524,60403,Annual,NYC - All Boroughs,Community Affairs,,,,2019-02-08T00:00:00.000
383527,DEPARTMENT OF BUILDINGS,External,Community Affairs Liaison,COMMUNITY COORDINATOR,56058,0,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Public Safety, Inspections, & Enforcement",F,52524,60403,Annual,NYC - All Boroughs,Community Affairs,,,,2019-02-08T00:00:00.000
383531,DEPARTMENT OF BUILDINGS,Internal,Senior Clerical Associate,CLERICAL ASSOCIATE,10251,3,Administration & Human Resources,F,35330,40629,Annual,"280 Broadway, 7th Floor, N.Y.",Ad Exc Boro Enf Inspections,,,,2019-02-08T00:00:00.000
383548,HOUSING PRESERVATION & DVLPMNT,Internal,Human Resources Generalist,COMMUNITY COORDINATOR,56058,0,Administration & Human Resources,F,60000,70000,Annual,100 Gold Street,Human Resources,,,,2019-02-09T00:00:00.000
383549,HOUSING PRESERVATION & DVLPMNT,Internal,Human Resources Administrative Analyst,COMMUNITY COORDINATOR,56058,0,Administration & Human Resources,F,57000,67000,Annual,100 Gold Street,Human Resources,,,,2019-02-09T00:00:00.000
383549,HOUSING PRESERVATION & DVLPMNT,External,Human Resources Administrative Analyst,COMMUNITY COORDINATOR,56058,0,Administration & Human Resources,F,57000,67000,Annual,100 Gold Street,Human Resources,,,,2019-02-09T00:00:00.000
383550,HOUSING PRESERVATION & DVLPMNT,External,Case Manager,COMMUNITY ASSOCIATE,56057,0,Constituent Services & Community Programs,F,37217,42799,Annual,100 Gold Street,NYC 15 Program,,,,2019-02-11T00:00:00.000
383550,HOUSING PRESERVATION & DVLPMNT,Internal,Case Manager,COMMUNITY ASSOCIATE,56057,0,Constituent Services & Community Programs,F,37217,42799,Annual,100 Gold Street,NYC 15 Program,,,,2019-02-11T00:00:00.000
383562,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Early Intervention Official Designee, Bureau of Early Intervention",SR HEALTHCARE PROG PLAN ANLYST,83052,1,Health,F,52712,62640,Annual,"90-37 Parsons Blvd., Queens",Early Intervention,,,,2019-02-13T00:00:00.000
383562,DEPT OF HEALTH/MENTAL HYGIENE,External,"Early Intervention Official Designee, Bureau of Early Intervention",SR HEALTHCARE PROG PLAN ANLYST,83052,1,Health,F,52712,62640,Annual,"90-37 Parsons Blvd., Queens",Early Intervention,,,,2019-02-13T00:00:00.000
383569,DISTRICT ATTORNEY KINGS COUNTY,Internal,Paralegal,COMMUNITY ASSOCIATE,56057,0,Legal Affairs,F,42799,42799,Annual,"350 Jay St, Brooklyn  Ny",Special Victims Bureau,,,,2019-02-13T00:00:00.000
383569,DISTRICT ATTORNEY KINGS COUNTY,External,Paralegal,COMMUNITY ASSOCIATE,56057,0,Legal Affairs,F,42799,42799,Annual,"350 Jay St, Brooklyn  Ny",Special Victims Bureau,,,,2019-02-13T00:00:00.000
383570,LAW DEPARTMENT,External,UNIT CHIEF - PROCESS AND COURIER SERVICES,ASSOCIATE QUALITY ASSURANCE SP,34190,0,Administration & Human Resources Legal Affairs,F,58146,81096,Annual,"100 Church St., N.Y.",Operations,,,,2019-02-14T00:00:00.000
383570,LAW DEPARTMENT,Internal,UNIT CHIEF - PROCESS AND COURIER SERVICES,ASSOCIATE QUALITY ASSURANCE SP,34190,0,Administration & Human Resources Legal Affairs,F,58146,81096,Annual,"100 Church St., N.Y.",Operations,,,,2019-02-14T00:00:00.000
383572,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Early Intervention Official Designee, Bureau of Early Intervention",SR HEALTHCARE PROG PLAN ANLYST,83052,1,Health,F,52712,62640,Annual,"90-37 Parsons Blvd., Queens",Early Intervention,,,,2019-02-13T00:00:00.000
383572,DEPT OF HEALTH/MENTAL HYGIENE,External,"Early Intervention Official Designee, Bureau of Early Intervention",SR HEALTHCARE PROG PLAN ANLYST,83052,1,Health,F,52712,62640,Annual,"90-37 Parsons Blvd., Queens",Early Intervention,,,,2019-02-13T00:00:00.000
383579,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Action Center Referral Specialist, Bronx Neighborhood Health Action Center",COMMUNITY COORDINATOR,56058,0,Health,F,52524,69121.12,Annual,"1826 Arthur Ave., Bronx",Bronx Health Action Center,,,,2019-02-11T00:00:00.000
383579,DEPT OF HEALTH/MENTAL HYGIENE,External,"Action Center Referral Specialist, Bronx Neighborhood Health Action Center",COMMUNITY COORDINATOR,56058,0,Health,F,52524,69121.12,Annual,"1826 Arthur Ave., Bronx",Bronx Health Action Center,,,,2019-02-11T00:00:00.000
383588,DEPARTMENT OF CORRECTION,Internal,Agency Attorney,AGENCY ATTORNEY,30087,4,Legal Affairs,F,77224,88808,Annual,75-20 Astoria Blvd,General Counsel,,,,2019-02-11T00:00:00.000
